กระจุกกระจิก,negative
กระดาน,negative
แก่,negative
เกรียน,negative
เกเร,negative
เกิน,negative
ขวางโลก,negative
ขัดสมาธิ,negative
ขุ่น,negative
คมคาย,negative
กระเซอะกระเซิง,negative
เคร่งขรึม,negative
เครียด,negative
งอ,negative
งอแง,negative
โง่,negative
จังไร,negative
จัญไร,negative
เจือ,negative
เจือจาง,negative
ต่ำ,negative
ต่ำต้อย,negative
ฉูดฉาด,negative
ชั่ว,negative
ชู้สาว,negative
ซวย,negative
ซ้ำ,negative
ซ้ำซ้อน,negative
ซ้ำร้าย,negative
เซ่อ,negative
ดุดัน,negative
ดุร้าย,negative
ตกม้าตาย,negative
ทราม,negative
ทะลุ,negative
ทุเรศ,negative
เทียม,negative
นักเลง,negative
ลบ,negative
เบื่อ,negative
ปรัมปรา,negative
เท็จ,negative
ตอแหล,negative
ตาขาว,negative
ฉุนเฉียว,negative
เฉโก,negative
เฉื่อย,negative
ชะงัด,negative
ชู้สาว,negative
ซวย,negative
ซ้ำซ้อน,negative
ซ้ำร้าย,negative
ซุกซน,negative
เซ,negative
เซ่อ,negative
เซา,negative
ดื้อ,negative
ดุร้าย,negative
เดียรดาษ,negative
ตกม้าตาย,negative
ตรงข้าม,negative
ตระหนี่ถี่เหนียว,negative
ตอแหล,negative
ตาขาว,negative
ต่ำ,negative
ต่ำต้อย,negative
ติดเชื้อ,negative
เตี้ย,negative
ถวัล,negative
ทรหด,negative
ทราม,negative
ทะลุ,negative
ทื่อ,negative
ทุเรศ,negative
เท็จ,negative
เทียม,negative
น้อย,negative
นักเลง,negative
น่าย,negative
บิ่น,negative
บุ๋ม,negative
เบี่ยง,negative
เบื่อ,negative
ป้อ,negative
ปากเสีย,negative
ปากหมา,negative
ปาราชิก,negative
เป็นลม,negative
เปล่าเปลี่ยว,negative
เปื่อย,negative
แปร่ง,negative
ผรุส,negative
ผิด,negative
ผิดหวัง,negative
เผ็ดร้อน,negative
เผล,negative
แผลง,negative
พด,negative
พล่าน,negative
พิการ,negative
พี,negative
ฟก,negative
เพี้ยน,negative
แพง,negative
ฟก,negative
ฟาง,negative
แฟบ,negative
มัวหมอง,negative
โมเม,negative
ยับ,negative
ยืด,negative
ยุ่งเหยิง,negative
โย้,negative
รกเรื้อ,negative
ร่อแร่,negative
รัดกุม,negative
ร้าย,negative
ร้ายกาจ,negative
ริบ,negative
รุนแรง,negative
รุกรุย,negative
รุ่ยร่าย,negative
ล้ม,negative
ลัก,negative
ล้าสมัย,negative
ลำบาก,negative
ล้ำ,negative
เลว,negative
โลเล,negative
ว่ายาก,negative
